,close,close,open,open,adjusted close,adjusted close,dividend amount,dividend amount,high,high,low,low,split coefficient,split coefficient,volume,volume
ticker,GLD,QQQ,GLD,QQQ,GLD,QQQ,GLD,QQQ,GLD,QQQ,GLD,QQQ,GLD,QQQ,GLD,QQQ
date,,,,,,,,,,,,,,,,
2018-01-12,126.96,164.49,126.01,163.03,126.96,162.441,0.0,0.0,127.13,164.66,125.81,162.94,1.0,1.0,9258570.0,37762708.0
2018-01-16,127.17,164.02,126.6,165.55,127.17,161.9769,0.0,0.0,127.18,166.415,126.4,163.53,1.0,1.0,8083895.0,41231849.0
2018-01-17,126.14,165.79,126.77,164.77,126.14,163.7248,0.0,0.0,127.22,166.04,125.9,163.9982,1.0,1.0,10130509.0,33849879.0
2018-01-18,125.86,165.82,126.13,165.55,125.86,163.7544,0.0,0.0,126.52,166.1999,125.8,165.135,1.0,1.0,6289271.0,26432166.0
2018-01-19,126.42,166.34,126.57,166.32,126.42,164.268,0.0,0.0,126.73,166.61,126.41,165.535,1.0,1.0,8773753.0,38937588.0
2018-01-22,126.65,168.12,126.51,166.27,126.65,166.0258,0.0,0.0,126.75,168.12,126.28,166.09,1.0,1.0,4893546.0,26081388.0
2018-01-23,127.28,169.51,126.53,168.64,127.28,167.3985,0.0,0.0,127.35,169.66,126.34,168.555,1.0,1.0,6190410.0,37989650.0
2018-01-24,128.83,168.41,128.39,169.81,128.83,166.3122,0.0,0.0,129.265,170.24,128.2338,167.44,1.0,1.0,11827554.0,54287377.0
2018-01-25,127.97,168.35,128.69,169.55,127.97,166.2529,0.0,0.0,129.515,169.63,127.36,167.81,1.0,1.0,15219664.0,28924956.0
2018-01-26,128.07,170.93,128.24,169.27,128.07,168.8008,0.0,0.0,128.52,170.952,127.97,168.96,1.0,1.0,7828744.0,32038184.0
2018-01-29,127.35,170.1,127.58,170.52,127.35,167.9811,0.0,0.0,127.63,170.91,126.915,169.74,1.0,1.0,6956392.0,37277849.0
2018-01-30,126.8,168.7,127.91,168.55,126.8,166.5986,0.0,0.0,127.9167,169.42,126.74,167.82,1.0,1.0,9736105.0,44987688.0
2018-01-31,127.65,169.4,127.45,169.67,127.65,167.2899,0.0,0.0,127.85,169.9899,126.4,168.34,1.0,1.0,13418904.0,42449199.0
2018-02-01,128.07,167.96,127.18,168.12,128.07,165.8678,0.0,0.0,128.15,169.73,127.08,167.42,1.0,1.0,10854639.0,38037875.0
2018-02-02,126.39,164.61,126.81,167.34,126.39,162.5595,0.0,0.0,126.85,167.7,125.955,164.47,1.0,1.0,16789214.0,68478082.0
2018-02-05,126.71,158.12,126.82,163.13,126.71,156.1504,0.0,0.0,127.31,165.75,126.44,158.0,1.0,1.0,13596327.0,105372224.0
2018-02-06,125.38,162.31,126.54,155.96,125.38,160.2882,0.0,0.0,126.55,162.51,125.22,155.1,1.0,1.0,17672450.0,118537891.0
2018-02-07,124.79,160.21,125.48,161.79,124.79,158.2143,0.0,0.0,125.77,163.55,124.41,160.2,1.0,1.0,8558460.0,91028328.0
2018-02-08,124.98,153.45,124.92,160.69,124.98,151.5385,0.0,0.0,125.44,160.8,124.51,153.45,1.0,1.0,7343637.0,94184831.0
2018-02-09,124.77,156.1,124.65,155.66,124.77,154.1555,0.0,0.0,125.14,157.24,124.39,150.125,1.0,1.0,14140696.0,113836554.0
2018-02-12,125.37,158.87,125.19,157.67,125.37,156.891,0.0,0.0,125.82,159.95,125.11,156.46,1.0,1.0,6984852.0,63050637.0
2018-02-13,126.08,159.69,125.67,157.98,126.08,157.7008,0.0,0.0,126.18,160.01,125.52,157.7197,1.0,1.0,5321327.0,31785595.0
2018-02-14,128.23,162.68,126.47,158.79,128.23,160.6536,0.0,0.0,128.59,162.93,126.29,158.0,1.0,1.0,16416413.0,52107431.0
2018-02-15,128.38,165.7,128.43,164.14,128.38,163.6359,0.0,0.0,128.569,165.7,127.94,162.44,1.0,1.0,7276495.0,51633887.0
2018-02-16,127.96,164.96,128.3,165.18,127.96,162.9052,0.0,0.0,128.7,166.755,127.5689,164.6799,1.0,1.0,7956921.0,62256291.0
2018-02-20,126.24,165.29,127.28,164.39,126.24,163.231,0.0,0.0,127.4,166.68,126.04,164.31,1.0,1.0,11148745.0,36785626.0
2018-02-21,125.66,164.82,126.36,166.06,125.66,162.7669,0.0,0.0,126.76,167.72,125.44,164.72,1.0,1.0,7908753.0,41161779.0
2018-02-22,126.3,164.8,125.92,165.54,126.3,162.7472,0.0,0.0,126.37,166.42,125.88,164.3769,1.0,1.0,5346347.0,37074413.0
2018-02-23,126.14,168.17,126.06,166.06,126.14,166.0752,0.0,0.0,126.3,168.17,125.85,165.45,1.0,1.0,4239709.0,50096916.0
2018-02-26,126.45,170.4,126.45,168.93,126.45,168.2774,0.0,0.0,126.62,170.4,126.18,168.82,1.0,1.0,3194743.0,39266658.0
2018-02-27,125.13,168.29,126.06,170.42,125.13,166.1937,0.0,0.0,126.15,170.73,124.59,168.21,1.0,1.0,7082301.0,42209873.0
2018-02-28,125.0,167.21,125.09,169.25,125.0,165.1271,0.0,0.0,125.46,169.8,124.81,167.1,1.0,1.0,4534884.0,42936334.0
2018-03-01,124.72,164.48,124.15,167.29,124.72,162.4311,0.0,0.0,125.31,168.07,123.575,163.001,1.0,1.0,12910071.0,76809904.0
2018-03-02,125.39,165.99,125.67,162.59,125.39,163.9223,0.0,0.0,125.69,166.28,124.97,161.96,1.0,1.0,9994341.0,57445063.0
2018-03-05,125.18,167.83,125.35,165.26,125.18,165.7394,0.0,0.0,125.48,168.26,124.96,164.59,1.0,1.0,5778343.0,38540207.0
2018-03-06,126.53,168.54,126.2,168.61,126.53,166.4406,0.0,0.0,126.9563,169.11,126.13,167.48,1.0,1.0,8676781.0,29480927.0
2018-03-07,125.72,168.93,126.22,167.26,125.72,166.8257,0.0,0.0,126.29,169.07,125.42,166.96,1.0,1.0,5158674.0,34609407.0
2018-03-08,125.42,169.86,125.69,169.54,125.42,167.7441,0.0,0.0,125.7,169.98,125.125,168.95,1.0,1.0,3474944.0,25828371.0
2018-03-09,125.54,173.16,124.94,171.1,125.54,171.003,0.0,0.0,125.69,173.16,124.78,170.82,1.0,1.0,5066833.0,38310546.0
2018-03-12,125.54,174.08,125.04,173.65,125.54,171.9116,0.0,0.0,125.57,174.48,124.84,173.28,1.0,1.0,2884269.0,37634971.0
2018-03-13,125.78,171.71,125.67,174.8,125.78,169.5711,0.0,0.0,125.99,175.21,125.05,171.2666,1.0,1.0,4798303.0,55638925.0
2018-03-14,125.7,171.68,125.49,172.58,125.7,169.5415,0.0,0.0,125.76,172.74,125.34,170.93,1.0,1.0,3777021.0,40536383.0
2018-03-15,124.9,171.53,125.12,171.83,124.9,169.3933,0.0,0.0,125.21,172.53,124.72,170.9,1.0,1.0,6130124.0,28810366.0
2018-03-16,124.6,171.02,124.84,171.78,124.6,168.8897,0.0,0.0,124.87,172.2,124.21,170.935,1.0,1.0,7402188.0,31176742.0
2018-03-19,124.87,167.1,124.57,169.16,124.87,165.2916,0.0,0.2766,125.16,169.22,124.42,165.6393,1.0,1.0,4335420.0,71395061.0
2018-03-20,124.31,167.65,124.41,167.1,124.31,165.8357,0.0,0.0,124.55,168.04,123.96,166.61,1.0,1.0,3399440.0,34075664.0
2018-03-21,126.48,166.92,125.4,167.23,126.48,165.1136,0.0,0.0,126.76,168.76,125.03,166.19,1.0,1.0,12532035.0,43863543.0
2018-03-22,125.98,162.8,126.09,164.7,125.98,161.0381,0.0,0.0,126.34,165.77,125.64,162.59,1.0,1.0,5298709.0,66607288.0
2018-03-23,127.61,158.51,127.82,162.6,127.61,156.7946,0.0,0.0,128.06,163.3,127.4054,158.43,1.0,1.0,12025882.0,80110392.0
2018-03-26,128.28,164.4,128.05,161.68,128.28,162.6208,0.0,0.0,128.58,164.6,128.0107,159.16,1.0,1.0,6169843.0,57481503.0
2018-03-27,127.49,159.08,127.23,165.6,127.49,157.3584,0.0,0.0,127.62,165.62,127.05,157.68,1.0,1.0,6180707.0,78889105.0
2018-03-28,125.73,157.25,126.48,158.25,125.73,155.5482,0.0,0.0,126.61,159.78,125.51,156.04,1.0,1.0,10254883.0,89369655.0
2018-03-29,125.79,160.13,125.42,158.13,125.79,158.397,0.0,0.0,125.81,161.71,125.31,156.6338,1.0,1.0,7117156.0,68692566.0
2018-04-02,127.26,155.51,126.65,159.0,127.26,153.827,0.0,0.0,127.54,159.74,126.375,153.88,1.0,1.0,11421144.0,85549443.0
2018-04-03,126.3,157.26,126.54,156.92,126.3,155.5581,0.0,0.0,126.59,157.92,126.01,154.44,1.0,1.0,6083717.0,64090049.0
2018-04-04,126.45,159.74,127.5,154.27,126.45,158.0113,0.0,0.0,127.53,160.23,126.32,154.04,1.0,1.0,7488254.0,65768692.0
2018-04-05,125.8,160.65,125.45,161.33,125.8,158.9114,0.0,0.0,126.0825,161.58,125.425,159.48,1.0,1.0,5332957.0,43054868.0
2018-04-06,126.39,156.63,126.57,158.94,126.39,154.9349,0.0,0.0,126.6,160.4601,126.125,155.88,1.0,1.0,6121225.0,59870865.0
2018-04-09,126.82,157.73,126.45,158.01,126.82,156.023,0.0,0.0,126.86,160.88,126.23,157.46,1.0,1.0,4189864.0,41810380.0
2018-04-10,127.12,161.21,127.02,160.13,127.12,159.4654,0.0,0.0,127.305,161.73,126.67,159.07,1.0,1.0,5403992.0,48601323.0
2018-04-11,128.11,160.28,128.09,160.2,128.11,158.5454,0.0,0.0,129.47,162.0,127.78,160.1,1.0,1.0,12348564.0,41622139.0
2018-04-12,126.62,162.21,127.25,161.3,126.62,160.4545,0.0,0.0,127.34,162.77,126.47,161.16,1.0,1.0,8141339.0,30467889.0
2018-04-13,127.45,161.37,127.07,163.01,127.45,159.6236,0.0,0.0,127.75,163.26,127.03,160.67,1.0,1.0,6821338.0,44604892.0
2018-04-16,127.63,162.6,127.74,162.45,127.63,160.8403,0.0,0.0,128.05,163.19,127.57,161.48,1.0,1.0,4600039.0,28180780.0
2018-04-17,127.75,166.1,127.02,164.19,127.75,164.3024,0.0,0.0,127.78,166.4592,127.001,163.91,1.0,1.0,4184077.0,35536087.0
2018-04-18,127.85,166.44,128.32,166.12,127.85,164.6388,0.0,0.0,128.54,167.0,127.751,165.31,1.0,1.0,6755575.0,29573880.0
2018-04-19,127.6,164.91,127.81,165.65,127.6,163.1253,0.0,0.0,127.8839,165.99,127.13,164.34,1.0,1.0,8736103.0,34705692.0
2018-04-20,126.63,162.3,126.69,164.49,126.63,160.5436,0.0,0.0,126.97,164.61,126.55,161.73,1.0,1.0,10403128.0,49197140.0
2018-04-23,125.62,161.89,125.62,163.08,125.62,160.138,0.0,0.0,125.76,163.73,125.3412,161.02,1.0,1.0,6921519.0,33040646.0
2018-04-24,126.23,158.46,125.78,162.62,126.23,156.7451,0.0,0.0,126.34,162.905,125.67,157.39,1.0,1.0,4733107.0,70256751.0
2018-04-25,125.41,158.65,125.23,158.8,125.41,156.9331,0.0,0.0,125.51,159.31,125.06,156.47,1.0,1.0,5981944.0,52089323.0
2018-04-26,124.97,161.99,125.54,160.72,124.97,160.2369,0.0,0.0,125.57,162.53,124.69,160.18,1.0,1.0,7517135.0,43005532.0
2018-04-27,125.5,162.09,125.2,164.35,125.5,160.3358,0.0,0.0,125.62,164.41,125.17,161.17,1.0,1.0,5653996.0,51043406.0
2018-04-30,124.59,160.94,124.41,162.48,124.59,159.1983,0.0,0.0,125.2,163.48,124.1901,160.54,1.0,1.0,9830612.0,35615273.0
2018-05-01,123.71,162.78,123.9,160.52,123.71,161.0184,0.0,0.0,123.9848,162.8,123.39,160.14,1.0,1.0,7551577.0,36513529.0
2018-05-02,123.65,161.82,123.9,163.1,123.65,160.0687,0.0,0.0,124.54,163.57,123.58,161.63,1.0,1.0,7614019.0,38646842.0
2018-05-03,124.28,161.8,124.66,161.08,124.28,160.049,0.0,0.0,124.76,162.4,124.24,159.22,1.0,1.0,4857387.0,60337134.0
2018-05-04,124.54,164.87,124.1,161.11,124.54,163.0857,0.0,0.0,124.65,165.25,124.0,160.98,1.0,1.0,5883574.0,41543243.0
2018-05-07,124.57,166.24,124.5,165.64,124.57,164.4409,0.0,0.0,124.7,166.78,124.3,165.51,1.0,1.0,3397508.0,32500152.0
2018-05-08,124.59,166.07,124.14,165.83,124.59,164.2728,0.0,0.0,124.95,166.43,123.79,164.86,1.0,1.0,5551078.0,26040170.0
2018-05-09,124.33,167.88,124.45,166.4,124.33,166.0632,0.0,0.0,124.87,168.0,124.24,165.78,1.0,1.0,4405593.0,29122718.0
2018-05-10,125.18,169.62,125.22,168.43,125.18,167.7843,0.0,0.0,125.3724,169.74,124.75,168.29,1.0,1.0,5218356.0,27067597.0
2018-05-11,125.0,169.46,125.57,169.35,125.0,167.6261,0.0,0.0,125.59,169.86,124.94,168.72,1.0,1.0,4299164.0,24688847.0
2018-05-14,124.49,169.75,125.16,169.8398,124.49,167.9129,0.0,0.0,125.21,170.82,124.44,169.47,1.0,1.0,3753223.0,21821749.0
2018-05-15,122.48,167.87,122.82,168.4,122.48,166.0533,0.0,0.0,122.82,168.5,122.13,166.98,1.0,1.0,10911900.0,49361638.0
2018-05-16,122.29,168.98,122.38,168.1,122.29,167.1513,0.0,0.0,122.61,169.37,122.03,168.01,1.0,1.0,4943275.0,22941159.0
2018-05-17,122.36,168.33,122.23,168.4,122.36,166.5083,0.0,0.0,122.43,169.61,122.04,167.51,1.0,1.0,7781336.0,27480164.0
2018-05-18,122.41,167.46,122.05,167.71,122.41,165.6477,0.0,0.0,122.65,168.26,122.01,167.21,1.0,1.0,6837125.0,26217939.0
2018-05-21,122.48,168.4,122.16,168.73,122.48,166.5775,0.0,0.0,122.53,169.5,121.97,167.68,1.0,1.0,4126673.0,22954565.0
2018-05-22,122.41,168.18,122.7,169.15,122.41,166.3599,0.0,0.0,122.74,169.45,122.34,167.88,1.0,1.0,4579602.0,19477721.0
2018-05-23,122.54,169.6,122.14,166.9,122.54,167.7646,0.0,0.0,122.74,169.62,122.11,166.88,1.0,1.0,7007256.0,26557835.0
2018-05-24,123.59,169.55,123.1,169.56,123.59,167.7151,0.0,0.0,123.82,169.85,123.08,167.84,1.0,1.0,8850085.0,27696539.0
2018-05-25,123.21,169.72,123.66,169.54,123.21,167.8833,0.0,0.0,123.7,170.33,123.21,169.21,1.0,1.0,7920650.0,27460536.0
2018-05-29,123.19,168.97,122.84,168.91,123.19,167.1414,0.0,0.0,123.64,169.92,122.66,167.96,1.0,1.0,9013170.0,41220468.0
2018-05-30,123.37,170.18,123.17,169.63,123.37,168.3383,0.0,0.0,123.61,170.48,123.17,169.22,1.0,1.0,4573697.0,22665836.0
2018-05-31,123.1,170.07,123.26,170.13,123.1,168.2295,0.0,0.0,123.78,171.2,123.1,169.63,1.0,1.0,7862495.0,35670946.0
2018-06-01,122.49,172.74,122.58,170.88,122.49,170.8706,0.0,0.0,123.09,172.84,122.44,170.87,1.0,1.0,8059121.0,45543331.0
2018-06-04,122.37,174.3,122.85,173.16,122.37,172.4137,0.0,0.0,122.93,174.34,122.37,173.07,1.0,1.0,4345370.0,20459634.0
2018-06-05,122.85,174.84,122.55,174.69,122.85,172.9478,0.0,0.0,123.2257,175.13,122.281,174.065,1.0,1.0,6864209.0,24779284.0
2018-06-06,122.92,175.86,123.08,175.0248,122.92,173.9568,0.0,0.0,123.35,175.89,122.63,174.14,1.0,1.0,4083702.0,25036647.0
2018-06-07,122.86,174.43,122.96,175.91,122.86,172.5423,0.0,0.0,123.145,175.93,122.69,173.55,1.0,1.0,3700745.0,39600316.0
2018-06-08,123.01,174.44,123.08,173.57,123.01,172.5522,0.0,0.0,123.12,174.8803,122.91,173.18,1.0,1.0,3865667.0,31780348.0
2018-06-11,123.23,174.91,123.1,174.3,123.23,173.0171,0.0,0.0,123.42,175.34,123.0175,174.28,1.0,1.0,3201179.0,22319709.0
2018-06-12,122.82,175.83,122.95,175.15,122.82,173.9271,0.0,0.0,123.18,176.0,122.64,174.96,1.0,1.0,7279620.0,22511832.0
2018-06-13,123.19,175.82,122.84,176.09,123.19,173.9172,0.0,0.0,123.34,177.14,122.47,175.43,1.0,1.0,5867744.0,37858584.0
2018-06-14,123.38,177.6,123.63,176.62,123.38,175.678,0.0,0.0,123.86,177.89,123.32,176.5,1.0,1.0,8015447.0,35915978.0
2018-06-15,121.34,176.98,122.18,176.98,121.34,175.0647,0.0,0.0,122.2,177.325,120.83,176.11,1.0,1.0,14536993.0,49615730.0
2018-06-18,121.11,176.5,121.35,175.53,121.11,174.9642,0.0,0.3784,121.44,176.65,120.99,174.94,1.0,1.0,3845950.0,31633192.0
2018-06-19,120.8,176.0,120.81,174.26,120.8,174.4685,0.0,0.0,121.03,176.04,120.581,173.71,1.0,1.0,4925832.0,38235994.0
2018-06-20,120.26,177.25,120.79,176.79,120.26,175.7076,0.0,0.0,120.81,177.98,120.16,176.65,1.0,1.0,4548491.0,33038042.0
2018-06-21,120.05,175.71,119.92,177.69,120.05,174.181,0.0,0.0,120.32,177.88,119.821,175.37,1.0,1.0,5681906.0,43469439.0
2018-06-22,120.34,175.32,120.21,176.31,120.34,173.7944,0.0,0.0,120.4,176.369,120.1,174.69,1.0,1.0,4518408.0,30073187.0
2018-06-25,119.89,171.37,120.0,173.76,119.89,169.8788,0.0,0.0,120.23,173.99,119.8299,169.81,1.0,1.0,9300195.0,77799725.0
2018-06-26,119.26,172.07,119.28,171.99,119.26,170.5727,0.0,0.0,119.59,173.0585,119.09,171.37,1.0,1.0,8675447.0,39008146.0
2018-06-27,118.58,169.73,118.96,172.77,118.58,168.2531,0.0,0.0,119.05,173.58,118.48,169.61,1.0,1.0,6480064.0,52843497.0
2018-06-28,118.22,171.19,118.59,169.52,118.22,169.7004,0.0,0.0,118.67,171.77,118.01,169.17,1.0,1.0,7760936.0,46407708.0
2018-06-29,118.65,171.65,118.43,172.0,118.65,170.1564,0.0,0.0,118.94,172.92,118.26,171.395,1.0,1.0,8002828.0,36408464.0
2018-07-02,117.46,172.8,118.18,170.04,117.46,171.2964,0.0,0.0,118.21,172.85,117.4,169.67,1.0,1.0,12021957.0,31770026.0
2018-07-03,118.65,170.8,118.41,173.41,118.65,169.3138,0.0,0.0,119.08,173.45,118.38,170.63,1.0,1.0,8900973.0,25512707.0
2018-07-05,119.05,172.92,118.92,171.91,119.05,171.4153,0.0,0.0,119.33,173.06,118.77,171.03,1.0,1.0,4951873.0,31626198.0
2018-07-06,118.86,175.61,118.97,173.31,118.86,174.0819,0.0,0.0,119.03,175.74,118.731,173.0,1.0,1.0,2947058.0,37005574.0
2018-07-09,119.15,177.19,119.65,176.49,119.15,175.6481,0.0,0.0,119.73,177.23,119.14,175.82,1.0,1.0,4075297.0,27362061.0
2018-07-10,118.93,177.32,118.89,177.41,118.93,175.777,0.0,0.0,119.0,177.72,118.61,176.71,1.0,1.0,3754770.0,23902488.0
2018-07-11,117.64,176.42,118.45,175.96,117.64,174.8849,0.0,0.0,118.53,177.07,117.62,175.8,1.0,1.0,6974791.0,30280553.0
2018-07-12,118.13,179.46,118.0,177.21,118.13,177.8984,0.0,0.0,118.2638,179.46,117.94,177.08,1.0,1.0,4585460.0,27930119.0
2018-07-13,117.61,179.61,117.62,179.42,117.61,178.0471,0.0,0.0,117.75,179.9,117.4465,178.95,1.0,1.0,5444284.0,28067961.0
2018-07-16,117.55,179.18,117.51,179.64,117.55,177.6208,0.0,0.0,117.625,179.95,117.28,178.88,1.0,1.0,3670943.0,21405310.0
2018-07-17,116.28,180.27,116.72,177.3,116.28,178.7013,0.0,0.0,116.925,180.65,116.12,177.28,1.0,1.0,7939635.0,31034075.0
2018-07-18,116.31,179.93,116.03,180.28,116.31,178.3643,0.0,0.0,116.35,180.44,115.83,179.38,1.0,1.0,5391963.0,23220839.0
2018-07-19,115.81,179.03,115.13,179.34,115.81,177.4721,0.0,0.0,116.47,179.88,115.12,178.82,1.0,1.0,14227628.0,31094145.0
2018-07-20,116.56,178.99,116.4,179.57,116.56,177.4325,0.0,0.0,116.71,180.17,116.24,178.79,1.0,1.0,7892317.0,35907619.0
2018-07-23,116.0,179.56,116.25,178.45,116.0,177.9975,0.0,0.0,116.31,179.64,115.76,177.74,1.0,1.0,6247368.0,22184720.0
2018-07-24,116.04,180.3,116.22,181.39,116.04,178.7311,0.0,0.0,116.43,182.05,115.91,179.56,1.0,1.0,4801046.0,36900281.0
2018-07-25,116.68,182.82,116.79,180.36,116.68,181.2292,0.0,0.0,116.8366,182.93,116.27,180.29,1.0,1.0,5480914.0,36022078.0
2018-07-26,115.77,180.05,116.24,180.35,115.77,178.4833,0.0,0.0,116.51,180.92,115.77,179.81,1.0,1.0,6382946.0,40873485.0
2018-07-27,115.83,177.62,115.92,181.26,115.83,176.0744,0.0,0.0,116.2399,181.31,115.77,176.6,1.0,1.0,5242099.0,59456093.0
2018-07-30,115.65,175.11,115.8,177.66,115.65,173.5862,0.0,0.0,116.02,177.73,115.64,174.27,1.0,1.0,4157371.0,60192990.0
2018-07-31,115.99,176.45,115.47,175.75,115.99,174.9146,0.0,0.0,116.35,177.13,115.394,174.82,1.0,1.0,5508456.0,47285135.0
2018-08-01,115.14,177.12,115.63,176.87,115.14,175.5788,0.0,0.0,115.7,177.65,115.125,176.0967,1.0,1.0,7941660.0,37101925.0
2018-08-02,114.52,179.53,115.17,175.87,114.52,177.9678,0.0,0.0,115.23,179.74,114.42,175.79,1.0,1.0,6204210.0,47178229.0
2018-08-03,114.92,180.08,115.09,179.8,114.92,178.513,0.0,0.0,115.53,180.09,114.86,179.08,1.0,1.0,5953227.0,28934445.0
2018-08-06,114.33,181.14,114.56,179.97,114.33,179.5638,0.0,0.0,114.72,181.19,114.31,179.74,1.0,1.0,5811614.0,24808763.0
2018-08-07,114.59,181.8,114.85,181.63,114.59,180.218,0.0,0.0,114.935,182.14,114.42,181.26,1.0,1.0,5188447.0,29895664.0
2018-08-08,114.91,182.02,114.75,181.55,114.91,180.4361,0.0,0.0,114.95,182.35,114.41,181.06,1.0,1.0,3809872.0,22680749.0
2018-08-09,114.74,181.91,115.02,181.94,114.74,180.3271,0.0,0.0,115.12,182.63,114.69,181.64,1.0,1.0,4252956.0,18852898.0
2018-08-10,114.69,180.52,114.81,180.68,114.69,178.9492,0.0,0.0,115.23,181.22,114.6076,179.84,1.0,1.0,6757857.0,33818464.0
2018-08-13,112.96,180.32,113.81,180.85,112.96,178.7509,0.0,0.0,113.81,182.01,112.83,180.241,1.0,1.0,9150873.0,26089195.0
2018-08-14,113.07,181.45,113.25,181.01,113.07,179.8711,0.0,0.0,113.48,181.66,112.84,180.04,1.0,1.0,7086193.0,20913021.0
2018-08-15,111.19,179.23,112.17,180.09,111.19,177.6704,0.0,0.0,112.18,180.58,111.06,178.12,1.0,1.0,12398366.0,58528016.0
2018-08-16,111.1,179.82,111.46,180.57,111.1,178.2553,0.0,0.0,111.88,180.99,111.1,179.47,1.0,1.0,7484637.0,27711761.0
2018-08-17,112.13,179.86,111.69,179.36,112.13,178.2949,0.0,0.0,112.15,180.31,111.38,178.2679,1.0,1.0,8470951.0,36092641.0
2018-08-20,112.69,179.7,112.38,180.28,112.69,178.1363,0.0,0.0,112.74,180.3251,112.16,179.0,1.0,1.0,5313403.0,24938956.0
2018-08-21,113.02,180.36,112.77,180.26,113.02,178.7906,0.0,0.0,113.1,181.44,112.44,180.13,1.0,1.0,5042443.0,26258657.0
2018-08-22,113.27,181.06,113.39,179.96,113.27,179.4845,0.0,0.0,113.49,181.27,113.07,179.75,1.0,1.0,6215910.0,18042380.0
2018-08-23,112.2,180.8,112.68,180.77,112.2,179.2267,0.0,0.0,112.88,182.045,112.06,180.5,1.0,1.0,5500102.0,25776166.0
2018-08-24,114.16,182.48,113.25,181.4,114.16,180.8921,0.0,0.0,114.42,182.63,113.21,181.36,1.0,1.0,9214703.0,23136113.0
2018-08-27,114.59,184.34,114.12,183.43,114.59,182.7359,0.0,0.0,114.78,184.34,114.12,183.11,1.0,1.0,4364167.0,29343552.0
2018-08-28,113.68,184.61,114.76,184.8,113.68,183.0036,0.0,0.0,114.8666,185.02,113.55,184.22,1.0,1.0,6101386.0,20277036.0
2018-08-29,114.2,186.74,114.16,184.91,114.2,185.115,0.0,0.0,114.21,186.84,113.85,184.86,1.0,1.0,5616329.0,29175591.0
2018-08-30,113.64,186.41,113.92,186.41,113.64,184.7879,0.0,0.0,113.93,187.5199,113.24,185.79,1.0,1.0,5431600.0,29315453.0
2018-08-31,113.51,186.65,113.72,186.18,113.51,185.0258,0.0,0.0,114.06,187.18,113.44,185.98,1.0,1.0,5048673.0,28653248.0
2018-09-04,112.93,185.85,112.75,186.1,112.93,184.2328,0.0,0.0,113.07,186.4,112.61,184.85,1.0,1.0,6617486.0,29063537.0
2018-09-05,113.32,183.45,113.36,185.55,113.32,181.8537,0.0,0.0,113.44,185.55,113.12,182.82,1.0,1.0,4459202.0,42623326.0
2018-09-06,113.54,181.81,113.89,183.54,113.54,180.2279,0.0,0.0,114.26,183.75,113.28,180.58,1.0,1.0,4784729.0,46091403.0
2018-09-07,113.23,181.11,113.26,180.53,113.23,179.534,0.0,0.0,113.6,182.67,112.97,180.44,1.0,1.0,3714023.0,46629495.0
2018-09-10,113.15,181.72,113.26,182.12,113.15,180.1387,0.0,0.0,113.43,182.25,113.0,180.725,1.0,1.0,2316693.0,26131977.0
2018-09-11,113.22,183.12,112.65,180.97,113.22,181.5265,0.0,0.0,113.37,183.42,112.42,180.52,1.0,1.0,3791338.0,30116460.0
2018-09-12,114.17,182.58,113.12,182.87,114.17,180.9912,0.0,0.0,114.39,182.98,113.055,181.01,1.0,1.0,6315934.0,36203973.0
2018-09-13,113.76,184.53,114.72,183.67,113.76,182.9243,0.0,0.0,114.78,184.88,113.58,183.6401,1.0,1.0,5636023.0,31133188.0
2018-09-14,113.02,183.99,113.79,184.66,113.02,182.389,0.0,0.0,113.9,184.945,112.91,183.26,1.0,1.0,5375645.0,31224132.0
2018-09-17,113.61,181.34,113.6,183.66,113.61,179.762,0.0,0.0,114.03,183.81,113.55,181.17,1.0,1.0,4727254.0,33071197.0
2018-09-18,113.44,182.84,113.79,181.52,113.44,181.249,0.0,0.0,113.91,183.73,113.275,181.4,1.0,1.0,4737849.0,31877347.0
2018-09-19,113.88,182.7,113.94,182.86,113.88,181.1102,0.0,0.0,114.15,183.3,113.68,181.51,1.0,1.0,4223199.0,31843377.0
2018-09-20,114.27,184.72,114.21,183.95,114.27,183.1126,0.0,0.0,114.37,184.97,113.855,183.5199,1.0,1.0,4384523.0,33295820.0
2018-09-21,113.49,183.71,112.8701,185.27,113.49,182.1114,0.0,0.0,113.68,185.48,112.79,183.48,1.0,1.0,6831550.0,38605353.0
2018-09-24,113.47,183.89,113.68,182.05,113.47,182.6167,0.0,0.3297,113.96,183.96,113.43,181.3,1.0,1.0,4435578.0,34945602.0
2018-09-25,113.65,184.14,113.75,183.78,113.65,182.865,0.0,0.0,113.885,184.28,113.57,183.18,1.0,1.0,3004824.0,25277520.0
2018-09-26,113.05,184.27,113.11,184.25,113.05,182.9941,0.0,0.0,113.6,185.99,112.66,183.905,1.0,1.0,8297429.0,36210571.0
2018-09-27,112.05,185.83,112.1,185.04,112.05,184.5433,0.0,0.0,112.4156,186.49,111.8499,184.92,1.0,1.0,7683739.0,33113269.0
2018-09-28,112.76,185.79,112.16,185.25,112.76,184.5036,0.0,0.0,113.0,186.28,112.07,184.97,1.0,1.0,6020579.0,28076843.0
2018-10-01,112.57,186.17,112.4,186.82,112.57,184.8809,0.0,0.0,112.62,187.53,112.15,185.7,1.0,1.0,3893012.0,27371297.0
